"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp","TotalPurchases","PurchaseFrequency","PreferredProductCategory","PreferredChannel","AvgSpendPerPurchase","HasChildren","IncomeSegment","CustomerTenure","CampaignAcceptanceRate","CustomerSegment","PropensityScore","EngagementIndex"
"Master","Single",62772,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,51,2783,1,946,23,0.247933884297521,"WineExp","StorePurc",41.1304347826087,1,"High",7.62465753424657,0.2,"2",0.240615504844738,28.3314531453145
"PhD","Single",30298,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,35,2418,0,28,6,0.0744416873449132,"MeatExp","StorePurc",4.66666666666667,0,"Low",6.62465753424657,0,"3",0.117282291885718,16.2520852085209
"Graduation","Single",52413,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,36,2980,0,450,17,0.171140939597315,"WineExp","WebPurc",26.4705882352941,1,"Medium",8.16438356164384,0,"1",0.0696143245371669,24.7562756275628
"PhD","Married",44155,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,63,2538,0,46,5,0.0591016548463357,"WineExp","StorePurc",9.2,1,"Medium",6.95342465753425,0,"3",0.048414213799035,21.788598859886
"Graduation","Together",76532,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,45,2670,0,820,25,0.280898876404494,"WineExp","WebPurc",32.8,1,"High",7.31506849315068,0,"2",0.0399169172365292,35.1819181918192
"Graduation","Married",42081,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,38,2865,1,382,15,0.157068062827225,"WineExp","WebPurc",25.4666666666667,1,"Medium",7.84931506849315,0.2,"1",0.0617169376103375,21.8035203520352
"Master","Together",88420,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,31,2435,3,2069,20,0.246406570841889,"WineExp","StorePurc",103.45,0,"High",6.67123287671233,0.6,"2",0.648779703709191,38.9032703270327
"Graduation","Married",31158,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,35,2895,0,72,7,0.0725388601036269,"WineExp","StorePurc",10.2857142857143,1,"Low",7.93150684931507,0,"1",0.0297881339236804,19.2268626862686
"Graduation","Divorced",61671,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,52,2403,2,732,28,0.34956304619226,"WineExp","WebPurc",26.1428571428571,1,"Medium",6.58356164383562,0.4,"2",0.784021324563909,48.5454945494549
"Graduation","Single",69719,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,46,2411,0,801,11,0.136872666943177,"WineExp","StorePurc",72.8181818181818,0,"High",6.60547945205479,0,"1",0.0248089918808545,12.3445544554455
"Graduation","Divorced",49160,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,71,2629,0,236,12,0.136934195511601,"WineExp","StorePurc",19.6666666666667,1,"Medium",7.2027397260274,0,"3",0.123710010582838,27.4652665266527
"PhD","Single",90933,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,66,2467,1,1685,15,0.182407782732063,"WineExp","CatalogPurc",112.333333333333,0,"High",6.75890410958904,0.2,"2",0.160768954417949,26.3162316231623
"PhD","Single",113734,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,75,2409,0,277,27,0.336239103362391,"SweetExp","WebPurc",10.2592592592593,0,"High",6.6,0,"2",0.0398417565998787,33.6486048604861
"Graduation","Single",22148,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,37,2454,0,49,5,0.0611246943765281,"WineExp","StorePurc",9.8,0,"Low",6.72328767123288,0,"3",0.299243459873392,26.4285228522852
"Master","Married",73395,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,33,2480,0,397,15,0.181451612903226,"WineExp","StorePurc",26.4666666666667,0,"High",6.79452054794521,0,"1",0.00540287871367193,12.9728372837284
"Graduation","Divorced",29819,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,49,2625,0,39,9,0.102857142857143,"MeatExp","DealsPurc",4.33333333333333,1,"Low",7.19178082191781,0,"1",0.0520059368379629,14.8442644264426
"Graduation","Married",45688,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,52,2532,1,306,14,0.165876777251185,"WineExp","StorePurc",21.8571428571429,1,"Medium",6.93698630136986,0.2,"3",0.241433471988104,32.0803280328033
"PhD","Married",60491,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,49,2673,0,1028,28,0.314253647586981,"WineExp","CatalogPurc",36.7142857142857,1,"Medium",7.32328767123288,0,"2",0.0286777941253408,29.5062106210621
"Graduation","Together",33235,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,34,2521,0,70,7,0.0833002776675922,"WineExp","WebPurc",10,1,"Low",6.90684931506849,0,"1",0.0207372254111735,16.3928392839284
"Graduation","Married",35701,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,61,2844,0,46,5,0.0527426160337553,"WineExp","StorePurc",9.2,0,"Low",7.79178082191781,0,"3",0.0457882131126974,21.3643564356436
"Master","Married",31535,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,40,2653,1,51,5,0.0565397663022993,"GoldExp","StorePurc",10.2,1,"Low",7.26849315068493,0.2,"1",0.0399175629591566,13.818101810181
"2n Cycle","Together",92556,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,60,2447,0,1263,21,0.257458111973846,"WineExp","StorePurc",60.1428571428571,0,"High",6.7041095890411,0,"2",0.0461436155035941,33.0847684768477
"Graduation","Single",67384,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,50,2973,1,1490,22,0.221997981836529,"WineExp","CatalogPurc",67.7272727272727,1,"High",8.14520547945206,0.2,"2",0.642929539589695,43.6706670667067
"PhD","Single",36038,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,39,2771,0,47,8,0.0866113316492241,"WineExp","WebPurc",5.875,1,"Low",7.59178082191781,0,"1",0.0422814745282896,13.4429842984298
"PhD","Together",34230,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,55,2927,0,21,4,0.0409976084728391,"WineExp","StorePurc",5.25,1,"Low",8.01917808219178,0,"1",0.0167099763570597,14.4390639063906
"2n Cycle","Single",31878,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,43,2384,0,70,6,0.075503355704698,"WineExp","StorePurc",11.6666666666667,1,"Low",6.53150684931507,0,"3",0.290774424737896,24.8675867586759
"2n Cycle","Married",70932,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,48,2538,0,909,22,0.260047281323877,"WineExp","StorePurc",41.3181818181818,1,"High",6.95342465753425,0,"2",0.0322626656188001,28.6848484848485
"Master","Single",77598,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,77,2648,1,1735,26,0.294561933534743,"WineExp","StorePurc",66.7307692307692,0,"High",7.25479452054795,0.2,"2",0.488508377593897,41.1870187018702
"Graduation","Single",80982,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,61,2914,0,1191,30,0.30885380919698,"WineExp","WebPurc",39.7,1,"High",7.98356164383562,0,"2",0.125235778142302,38.3730573057306
"Master","Married",22701,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,43,2674,0,24,5,0.056095736724009,"MeatExp","StorePurc",4.8,1,"Low",7.32602739726027,0,"3",0.162100901083401,27.0587858785879
"Graduation","Married",70617,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,50,2748,0,1280,14,0.152838427947598,"MeatExp","StorePurc",91.4285714285714,0,"High",7.52876712328767,0,"2",0.0657548478519485,29.4113411341134
"Master","Married",62694,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,55,2754,0,749,24,0.261437908496732,"WineExp","WebPurc",31.2083333333333,1,"High",7.54520547945206,0,"2",0.0713479748824475,37.9831783178318
"PhD","Married",61917,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,46,2598,0,91,7,0.0808314087759815,"WineExp","StorePurc",13,1,"Medium",7.11780821917808,0,"1",0.0062715373817826,12.1349334933493
"PhD","Married",67472,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,73,2651,0,414,15,0.16974726518295,"WineExp","StorePurc",27.6,1,"High",7.26301369863014,0,"1",0.0060670579158301,14.3095109510951
"Master","Married",21059,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,38,2550,0,44,9,0.105882352941176,"MeatExp","DealsPurc",4.88888888888889,1,"Low",6.98630136986301,0,"3",0.0710806596782444,22.3586158615862
"Master","Married",29543,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,52,2466,0,63,8,0.097323600973236,"MeatExp","WebPurc",7.875,1,"Low",6.75616438356164,0,"3",0.0445191297547744,21.6404240424042
"Graduation","Married",75903,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,69,2824,0,901,23,0.244334277620397,"WineExp","StorePurc",39.1739130434783,1,"High",7.73698630136986,0,"2",0.0313768947475163,30.4901690169017
"2n Cycle","Together",34984,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,45,3038,0,38,6,0.0592495062541145,"MeatExp","StorePurc",6.33333333333333,1,"Low",8.32328767123288,0,"3",0.0418751376113508,21.9474547454745
"Master","Married",34242,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,61,2475,0,15,4,0.0484848484848485,"WineExp","StorePurc",3.75,1,"Low",6.78082191780822,0,"3",0.0610227096722749,21.8864886488649
"Graduation","Married",25410,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,47,2679,0,38,6,0.0671892497200448,"FishExp","StorePurc",6.33333333333333,1,"Low",7.33972602739726,0,"3",0.0474363342070799,17.3312931293129
"Graduation","Together",28320,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,70,2908,0,43,5,0.0515818431911967,"WineExp","StorePurc",8.6,1,"Low",7.96712328767123,0,"1",0.0222974109300954,16.8759475947595
"Graduation","Single",23763,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,43,3068,0,42,5,0.0488917861799218,"WineExp","StorePurc",8.4,1,"Low",8.4054794520548,0,"1",0.0933866363121022,16.6761076107611
"Graduation","Married",72570,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,36,2442,0,1089,23,0.282555282555283,"WineExp","StorePurc",47.3478260869565,0,"High",6.69041095890411,0,"2",0.0308137545170263,26.5449344934493
"Master","Married",34529,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,44,3030,0,162,9,0.0891089108910891,"WineExp","StorePurc",18,1,"Low",8.3013698630137,0,"1",0.0124301998319147,13.3841784178418
"Graduation","Widow",70792,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,69,2885,0,1272,19,0.197573656845754,"MeatExp","StorePurc",66.9473684210526,0,"High",7.9041095890411,0,"2",0.08017747105905,25.1459545954595
"Master","Married",83891,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,46,2386,0,816,22,0.27661357921207,"MeatExp","StorePurc",37.0909090909091,1,"High",6.53698630136986,0,"2",0.0469821969082322,32.6148814881488
"Graduation","Single",36065,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,52,2832,0,74,9,0.0953389830508475,"MeatExp","DealsPurc",8.22222222222222,1,"Low",7.75890410958904,0,"1",0.0884857421249241,21.7679567956796
"PhD","Single",51141,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,80,2733,0,157,9,0.0987925356750823,"WineExp","StorePurc",17.4444444444444,0,"Medium",7.48767123287671,0,"1",0.0185754416107002,10.9405340534053
"Graduation","Married",56939,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,44,2661,0,561,18,0.20293122886133,"WineExp","StorePurc",31.1666666666667,1,"Medium",7.29041095890411,0,"3",0.0849178271694573,31.78699869987
"Graduation","Single",80872,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,69,2425,0,1336,19,0.235051546391753,"MeatExp","StorePurc",70.3157894736842,0,"High",6.64383561643836,0,"2",0.0978222783363746,28.0973297329733
"PhD","Single",61798,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,56,2595,0,463,16,0.184971098265896,"WineExp","StorePurc",28.9375,0,"Medium",7.10958904109589,0,"3",0.191868856215461,32.3137913791379
"PhD","Widow",76842,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,70,2434,0,1130,17,0.209531635168447,"WineExp","CatalogPurc",66.4705882352941,0,"High",6.66849315068493,0,"2",0.169941891538954,29.2030203020302
"Graduation","Together",29478,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,44,2540,0,20,5,0.0590551181102362,"WineExp","StorePurc",4,1,"Low",6.95890410958904,0,"1",0.0288570438845508,16.5119511951195
"Graduation","Single",46998,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,64,2992,1,377,18,0.18048128342246,"WineExp","DealsPurc",20.9444444444444,1,"Medium",8.1972602739726,0.2,"1",0.27803914173469,30.3901790179018
"Master","Married",70053,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,55,2738,0,1012,26,0.284879474068663,"WineExp","StorePurc",38.9230769230769,1,"High",7.5013698630137,0,"2",0.0637828540615959,37.1572557255726
"Graduation","Married",44359,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,42,2389,0,45,9,0.11301799916283,"WineExp","StorePurc",5,1,"Medium",6.54520547945206,0,"3",0.0606197771977131,23.6089608960896
"Graduation","Divorced",48877,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,54,2552,0,144,8,0.0940438871473354,"WineExp","StorePurc",18,1,"Medium",6.99178082191781,0,"3",0.118947535881932,26.3224122412241
"Graduation","Together",74485,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,73,2686,0,1734,26,0.290394638868205,"MeatExp","StorePurc",66.6923076923077,0,"High",7.35890410958904,0,"2",0.072789619740157,36.8356635663566
"Graduation","Together",64474,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,48,2627,0,823,22,0.251237152645603,"WineExp","StorePurc",37.4090909090909,1,"High",7.1972602739726,0,"2",0.031765243639697,29.5996199619962
"Graduation","Together",77226,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,57,2498,0,1138,28,0.33626901521217,"WineExp","StorePurc",40.6428571428571,1,"High",6.84383561643836,0,"2",0.0732582746221361,38.8825482548255
"Master","Together",85738,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,42,2534,2,1371,21,0.248618784530387,"WineExp","StorePurc",65.2857142857143,0,"High",6.94246575342466,0.4,"2",0.435320058277905,39.788698869887
"Graduation","Divorced",55686,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,54,2877,1,982,16,0.166840458811262,"WineExp","WebPurc",61.375,1,"Medium",7.88219178082192,0.2,"2",0.566693060026176,36.9297329732973
"Graduation","Single",39062,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,37,2473,1,44,5,0.0606550748079256,"WineExp","StorePurc",8.8,1,"Low",6.77534246575342,0.2,"3",0.393331396062279,24.2980098009801
"Graduation","Married",40794,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,45,2825,0,434,16,0.169911504424779,"WineExp","WebPurc",27.125,1,"Medium",7.73972602739726,0,"3",0.116808939733632,34.0739873987399
"Graduation","Married",36262,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,51,2644,0,359,25,0.283661119515885,"GoldExp","WebPurc",14.36,1,"Low",7.24383561643836,0,"3",0.197837522180371,35.207200720072
"2n Cycle","Married",32632,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,57,3073,0,576,18,0.175724048161406,"FishExp","StorePurc",32,0,"Low",8.41917808219178,0,"2",0.121070176217148,31.2795479547955
"PhD","Single",38236,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,52,2659,0,88,11,0.124106807070327,"WineExp","DealsPurc",8,1,"Low",7.28493150684931,0,"3",0.28729985035544,32.2929892989299
"Graduation","Married",24570,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,36,2864,0,193,11,0.115223463687151,"MeatExp","WebPurc",17.5454545454545,1,"Low",7.84657534246575,0,"1",0.0170598220346719,15.9327532753275
"Graduation","Married",94642,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,69,2514,2,2211,21,0.250596658711217,"WineExp","StorePurc",105.285714285714,0,"High",6.88767123287671,0.4,"2",0.668315196819792,47.6542854285429
"Master","Married",58646,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,58,2761,0,140,8,0.086925027164071,"WineExp","StorePurc",17.5,1,"Medium",7.56438356164384,0,"3",0.0638470945176539,28.1392139213921
"Graduation","Single",53201,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,45,2879,0,415,22,0.229246266064606,"WineExp","DealsPurc",18.8636363636364,1,"Medium",7.88767123287671,0,"2",0.105519761352481,30.3881388138814
"Graduation","Married",57113,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,42,2885,0,263,16,0.166377816291161,"WineExp","DealsPurc",16.4375,1,"Medium",7.9041095890411,0,"3",0.0288192931373625,27.2649864986499
"Graduation","Married",51373,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,29,2749,0,393,12,0.130956711531466,"GoldExp","CatalogPurc",32.75,0,"Medium",7.53150684931507,0,"3",0.0502612531136829,25.0926692669267
"Graduation","Married",23477,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,34,2628,0,147,10,0.114155251141553,"MeatExp","StorePurc",14.7,1,"Low",7.2,0,"3",0.0786174833850455,25.8310231023102
"Graduation","Married",58116,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,64,2454,0,443,16,0.19559902200489,"WineExp","StorePurc",27.6875,1,"Medium",6.72328767123288,0,"3",0.0397585856019504,25.1048704870487
"Master","Married",39791,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,49,2835,0,174,10,0.105820105820106,"WineExp","StorePurc",17.4,1,"Low",7.76712328767123,0,"1",0.0122088243901164,14.9438743874387
"Graduation","Single",94472,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,62,2464,2,1691,16,0.194805194805195,"WineExp","WebPurc",105.6875,1,"High",6.75068493150685,0.4,"2",0.49648802412657,37.1819381938194
"Graduation","Together",13672,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,60,2815,0,25,6,0.063943161634103,"MeatExp","StorePurc",4.16666666666667,1,"Low",7.71232876712329,0,"1",0.0219373830483216,13.5515551555156
"PhD","Together",56559,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,45,2928,0,484,18,0.184426229508197,"WineExp","StorePurc",26.8888888888889,1,"Medium",8.02191780821918,0,"2",0.0363119450335249,26.7225522552255
"PhD","Married",32644,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,47,2906,1,413,18,0.18582243633861,"WineExp","WebPurc",22.9444444444444,1,"Low",7.96164383561644,0.2,"3",0.262541230496718,35.1096709670967
"2n Cycle","Single",67506,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,40,2555,0,331,12,0.140900195694716,"WineExp","StorePurc",27.5833333333333,1,"High",7,0,"1",0.030337921562017,16.3288528852885
"Graduation","Single",24206,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,50,2855,0,25,5,0.0525394045534151,"MeatExp","StorePurc",5,1,"Low",7.82191780821918,0,"1",0.084157063342193,15.1374137413741
"PhD","Divorced",28420,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,53,2564,0,13,4,0.046801872074883,"MeatExp","StorePurc",3.25,1,"Low",7.02465753424658,0,"3",0.140742589036161,20.6484248424842
"Graduation","Single",33279,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,54,2394,0,16,4,0.050125313283208,"WineExp","StorePurc",4,0,"Low",6.55890410958904,0,"3",0.157426099173963,19.0863286328633
"Graduation","Married",30368,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,43,2611,0,52,7,0.0804289544235925,"WineExp","StorePurc",7.42857142857143,1,"Low",7.15342465753425,0,"1",0.0111167750563356,11.9977397739774
"Graduation","Married",63684,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,50,2957,0,1464,23,0.233344606019614,"WineExp","WebPurc",63.6521739130435,1,"High",8.1013698630137,0,"2",0.0727980974101531,34.7273527352735
"Graduation","Divorced",41638,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,56,2878,1,441,17,0.1772063933287,"WineExp","WebPurc",25.9411764705882,1,"Medium",7.88493150684932,0.2,"1",0.24272445539719,28.816301630163
"PhD","Divorced",68805,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,61,2662,0,283,12,0.135236664162284,"WineExp","StorePurc",23.5833333333333,1,"High",7.29315068493151,0,"1",0.0235433527717933,14.9486548654865
"PhD","Together",65814,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,54,2496,0,747,23,0.276442307692308,"WineExp","StorePurc",32.4782608695652,1,"High",6.83835616438356,0,"2",0.0117082879684929,23.1895589558956
"Graduation","Divorced",71964,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,62,2782,0,1870,17,0.183321351545651,"MeatExp","CatalogPurc",110,0,"High",7.62191780821918,0,"2",0.129138021046335,29.1755175517552
"Graduation","Single",39146,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,34,2877,0,165,11,0.114702815432742,"WineExp","WebPurc",15,1,"Low",7.88219178082192,0,"3",0.320269891268853,34.1049104910491
"Basic","Married",34445,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,39,2895,0,839,27,0.27979274611399,"WineExp","WebPurc",31.0740740740741,0,"Low",7.93150684931507,0,"2",0.0382680649335099,29.3324132413241
"Graduation","Together",27943,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,53,2817,0,37,8,0.0851970181043663,"MeatExp","DealsPurc",4.625,1,"Low",7.71780821917808,0,"1",0.0136435158815749,13.9496349634963
"Graduation","Divorced",22263,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,69,2468,0,21,6,0.0729335494327391,"WineExp","StorePurc",3.5,1,"Low",6.76164383561644,0,"3",0.183856903559512,22.6309830983098
"Graduation","Together",30261,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,48,3019,0,22,4,0.0397482610135807,"WineExp","StorePurc",5.5,1,"Low",8.27123287671233,0,"1",0.0178338917219699,14.8409240924092
"Graduation","Together",28587,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,42,2514,0,78,9,0.107398568019093,"WineExp","StorePurc",8.66666666666667,1,"Low",6.88767123287671,0,"3",0.0527230787356083,22.2238823882388
"Master","Married",43815,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,38,2827,0,79,6,0.0636717368234878,"MeatExp","StorePurc",13.1666666666667,1,"Medium",7.74520547945205,0,"1",0.0253931158560749,18.6459445944594
"Graduation","Married",48195,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,64,2536,0,265,17,0.201104100946372,"WineExp","DealsPurc",15.5882352941176,1,"Medium",6.94794520547945,0,"1",0.0290134806321093,25.1192119211921
"Master","Married",77027,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,68,2521,0,1175,19,0.226100753669179,"WineExp","WebPurc",61.8421052631579,1,"High",6.90684931506849,0,"2",0.0841719573646578,37.2968296829683
"PhD","Married",71322,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,55,2875,0,1305,28,0.292173913043478,"WineExp","StorePurc",46.6071428571429,1,"High",7.87671232876712,0,"2",0.0546032816567603,35.5487548754875
"Master","Married",32765,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,41,2503,0,46,8,0.0958849380743108,"MeatExp","StorePurc",5.75,1,"Low",6.85753424657534,0,"3",0.038644981521743,19.1017301730173
"Graduation","Divorced",23272,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,67,2632,0,46,5,0.0569908814589666,"WineExp","StorePurc",9.2,0,"Low",7.21095890410959,0,"3",0.191873259417102,20.778497849785
"2n Cycle","Together",16005,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,35,3074,0,100,10,0.0975927130774236,"GoldExp","DealsPurc",10,1,"Low",8.42191780821918,0,"1",0.0181505340078432,14.5395539553955
"Graduation","Married",67225,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,65,2592,0,868,23,0.266203703703704,"MeatExp","StorePurc",37.7391304347826,1,"High",7.1013698630137,0,"2",0.130531001726496,41.5217121712171
"Graduation","Married",17649,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,44,2606,0,45,9,0.103607060629317,"MeatExp","DealsPurc",5,1,"Low",7.13972602739726,0,"1",0.0349848438084273,18.3059305930593
"Graduation","Together",55914,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,45,2803,0,1260,29,0.310381733856582,"WineExp","WebPurc",43.448275862069,1,"Medium",7.67945205479452,0,"2",0.150541372785799,43.6973697369737
"Graduation","Married",40059,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,36,2651,1,414,12,0.13579781214636,"GoldExp","WebPurc",34.5,1,"Low",7.26301369863014,0.2,"1",0.0739825752594252,23.5014301430143
