"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp"
"PhD","Married",69283,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,45,2392,0,904
"2n Cycle","Married",23331,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,32,3040,0,103
"2n Cycle","Single",23331,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,32,3009,0,269
"Graduation","Single",42997,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,31,2568,0,22
"PhD","Married",71969,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,49,2998,1,1086
"Master","Single",59235,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,53,2910,0,1128
"Graduation","Together",31928,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,31,2470,0,72
"Master","Together",74881,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,59,2855,0,964
"Graduation","Married",65819,0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,42,2954,0,1383
"PhD","Single",51411,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,67,2776,0,18
"Graduation","Divorced",51983,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,56,3044,0,793
"2n Cycle","Married",30390,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,33,2677,0,80
"Graduation","Widow",66033,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,63,2902,0,677
"2n Cycle","Married",37284,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,45,2834,0,23
"Master","Divorced",57530,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,69,2637,0,92
"2n Cycle","Married",76800,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,55,2490,0,641
"Graduation","Married",63943,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,64,3042,0,1106
"Master","Married",37054,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,53,2664,0,25
"Graduation","Divorced",31859,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,44,2757,0,20
"Graduation","Divorced",27215,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,59,2899,0,102
"PhD","Divorced",70179,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,44,2720,0,1034
"Graduation","Married",24645,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,32,2982,0,17
"Graduation","Divorced",79865,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,66,2388,0,792
"Graduation","Married",44322,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,35,2390,0,92
"Graduation","Single",47958,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,68,2903,0,407
"Master","Single",63972,0,1,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,0,56,2951,1,1269
"Graduation","Together",75315,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,66,2452,0,841
"PhD","Married",75283,1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,63,2836,0,1019
"Master","Married",27161,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,34,2621,0,52
"PhD","Together",38201,0,1,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,60,2834,0,268
"PhD","Together",81574,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0,73,2439,2,1798
"Master","Single",60482,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,44,2899,0,507
"Graduation","Together",34633,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,64,2534,0,15
"Master","Together",78093,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,73,2577,0,1105
"Graduation","Divorced",82460,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,70,2586,0,974
"Master","Together",45903,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,54,2444,0,66
"Graduation","Married",61482,0,0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0,55,2379,0,299
"Graduation","Married",34968,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,40,2822,0,221
"Graduation","Married",75794,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,33,2564,1,1682
"Graduation","Married",74268,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,65,2877,0,892
"Basic","Together",13724,1,0,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,0,32,3044,1,58
"PhD","Single",52569,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,53,2462,0,95
"Graduation","Single",36108,1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0,36,2634,1,339
"Graduation","Married",76445,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,49,3016,0,1410
"PhD","Married",36663,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,45,2442,0,35
"Master","Married",53843,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,55,2744,0,562
"Master","Married",90226,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,64,3018,1,2352
"Master","Divorced",70638,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0,65,2770,1,1334
"Graduation","Together",44512,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,60,2680,0,32
"Graduation","Married",27116,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,59,2496,0,41
"PhD","Married",54072,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,0,57,2714,0,39
"Graduation","Married",71855,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,43,2906,0,1141
"2n Cycle","Single",51250,1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,30,2833,1,710
"Master","Married",60432,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,47,2489,0,401
"2n Cycle","Married",25271,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,42,2949,0,57
"Graduation","Single",33955,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,45,2701,0,270
"Graduation","Married",55434,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,36,2644,0,882
"Graduation","Together",28359,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,37,2622,0,16
"Graduation","Single",57100,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,33,2419,0,311
"Master","Married",52973,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,64,2975,0,1152
"PhD","Together",51717,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,55,2690,1,122
"Graduation","Married",18793,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,49,2910,0,77
"Graduation","Single",50664,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,61,2906,0,561
"Graduation","Together",54414,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,57,2899,0,211
"PhD","Married",54549,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,68,2495,0,233
"PhD","Widow",47111,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,49,3036,0,1092
"PhD","Divorced",41003,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,57,2846,0,601
"2n Cycle","Together",36301,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,44,2624,0,78
"PhD","Together",42731,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,51,2628,0,244
"PhD","Married",52854,1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,61,2474,0,116
"Graduation","Together",22775,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,42,2752,0,15
"PhD","Married",59821,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,65,2820,0,734
"Graduation","Divorced",50002,0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,66,2754,0,638
"Graduation","Married",69755,0,0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,75,2647,0,894
"Graduation","Married",44078,1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,51,2387,0,41
"Master","Together",30560,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,44,2744,0,31
"Master","Together",35924,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,51,2475,0,34
"Graduation","Together",56386,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,39,2987,0,612
"2n Cycle","Together",75774,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,39,2435,0,823
"Master","Divorced",39228,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,60,2792,0,20
"Master","Married",58494,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,46,2576,0,396
"Graduation","Single",58684,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,39,2390,1,813
"PhD","Widow",56551,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,70,2430,0,138
"Graduation","Married",22448,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,38,2500,0,55
"Graduation","Together",157146,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,43,2803,0,1730
"PhD","Widow",25358,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,73,2719,0,32
"Master","Single",35544,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,42,2490,0,67
"Master","Together",36634,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,66,2774,0,335
"PhD","Married",62670,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,66,2524,0,825
"2n Cycle","Together",50334,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,48,2717,0,694
"PhD","Single",50729,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,62,2800,0,496
"Graduation","Together",34916,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,52,2787,0,231
"Graduation","Divorced",64892,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,44,2408,0,902
"Graduation","Single",43602,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,54,2547,0,68
"2n Cycle","Single",41473,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,35,2752,0,76
"PhD","Married",63246,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,53,2690,0,772
"PhD","Married",36732,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,61,2559,0,47
"Graduation","Together",86610,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,69,2674,0,1603
"Graduation","Married",69016,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,50,2961,0,1533
"2n Cycle","Together",20193,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,29,2955,0,82
"Graduation","Married",27573,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,45,2838,0,244
"Basic","Single",15862,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,41,2744,0,36
"PhD","Married",49544,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,44,2879,0,404
"Graduation","Married",33228,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,40,2534,0,71
"Graduation","Together",70440,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,42,2641,1,1572
"Graduation","Together",38232,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,49,2540,0,122
"PhD","Married",22554,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,65,2980,0,41
"PhD","Married",23536,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,37,2402,0,10
"Graduation","Married",49413,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,68,2624,0,304
"Graduation","Married",42231,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,51,2473,0,37
"Graduation","Single",58350,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,49,2918,0,1001
"Graduation","Single",49090,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,69,2722,0,688
"Master","Divorced",61787,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,33,2735,0,1319
"PhD","Married",18169,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,35,2872,0,21
"2n Cycle","Single",24336,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,39,3048,0,31
"Graduation","Married",18222,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,30,2922,0,67
"Graduation","Divorced",62335,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,68,2779,0,708
"2n Cycle","Together",42033,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,49,3025,0,25
"PhD","Married",86580,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,37,2864,1,746
"PhD","Divorced",41437,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,63,3022,0,32
"Master","Widow",73705,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,69,2493,0,1695
"Graduation","Married",61064,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,44,3044,0,1080
"Graduation","Single",18358,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,31,2598,0,57
"PhD","Together",55012,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,47,2477,0,660
"PhD","Married",38175,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,36,2656,0,153
"Master","Together",58656,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,64,3024,1,1220
"Graduation","Together",52117,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,55,3059,0,279
"Graduation","Married",64813,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,42,2555,0,745
"PhD","Married",54222,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,47,2497,0,264
"Graduation","Together",41154,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,42,2823,0,69
"Graduation","Married",80398,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,54,2973,1,1597
"Basic","Single",18746,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,28,2408,0,64
"Graduation","Single",60230,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,64,2782,0,1067
"Graduation","Married",22108,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,43,2429,0,31
"Graduation","Together",44392,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,46,2674,0,211
"Graduation","Married",17688,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,41,2909,0,11
"PhD","Widow",82571,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,58,2465,1,1686
"Basic","Single",23529,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,55,2915,0,54
"Graduation","Married",71107,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,69,2874,0,1327
"PhD","Together",46910,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,56,2475,0,68
"Graduation","Divorced",37244,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,65,2805,1,55
"Graduation","Together",82427,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,54,2486,1,1456
"2n Cycle","Single",75342,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,62,2796,0,563
"Graduation","Divorced",70044,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,66,2873,0,1504
"Graduation","Married",77437,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,57,2592,1,1125
"Graduation","Married",54984,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,61,2413,1,358
"PhD","Married",42403,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,49,2577,0,42
"Graduation","Together",55761,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,56,2443,1,184
"Graduation","Together",37292,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,37,2814,0,460
"PhD","Divorced",58086,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,51,2902,0,792
"Graduation","Married",81795,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,68,2988,0,1382
"Basic","Together",28389,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,73,2963,0,28
"Graduation","Divorced",69901,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,51,2773,0,882
"PhD","Married",80360,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,71,2860,3,2231
"2n Cycle","Single",31859,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,40,2499,0,48
"Basic","Single",16014,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,41,2846,0,38
"Graduation","Married",41120,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,52,2612,0,81
"PhD","Married",38725,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,65,2427,0,45
"Graduation","Married",77981,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,48,2776,0,664
"2n Cycle","Married",62905,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,56,2669,0,622
"2n Cycle","Divorced",13533,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,41,2853,0,48
"Graduation","Together",59481,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,45,2626,0,461
"Graduation","Married",72117,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,43,2690,0,1073
"2n Cycle","Married",21955,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,34,2672,0,55
"Graduation","Married",67131,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,64,2837,0,976
"PhD","Single",36802,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,40,2390,0,20
"Master","Married",47808,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,45,2629,1,224
"PhD","Together",85431,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,68,2763,0,1165
"Graduation","Married",42664,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,53,2480,0,24
"PhD","Married",28973,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,43,3001,0,269
"PhD","Together",39435,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,47,2704,0,102
"2n Cycle","Married",65370,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,36,2709,0,461
"Basic","Single",20194,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,41,2936,0,47
"PhD","Single",42473,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,44,2509,0,144
"Graduation","Married",64590,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,52,3000,0,1338
"Graduation","Together",71232,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,61,2590,0,917
"Graduation","Single",46904,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,53,2980,0,253
"Graduation","Married",49094,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,47,3023,0,502
"Graduation","Together",36075,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,37,2579,0,119
"2n Cycle","Together",60839,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,41,3047,0,1250
"2n Cycle","Together",82122,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,58,2695,1,1382
"Graduation","Together",34074,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,68,2728,1,255
"Master","Married",28520,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,60,2757,0,43
"Graduation","Single",62535,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,65,2646,0,398
"Master","Single",36273,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,43,2451,0,76
"Graduation","Together",63404,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,56,2400,1,902
"Graduation","Together",78416,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,44,2379,0,1179
"Graduation","Together",75702,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,46,3000,1,1921
"Master","Together",59385,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,69,2804,0,185
"Graduation","Married",44689,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,69,2547,1,34
"PhD","Single",40059,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,54,2581,0,416
"PhD","Single",63159,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,46,2978,1,1797
"PhD","Single",46757,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,57,2967,0,1143
"Master","Married",79734,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,51,2378,1,914
"Graduation","Together",63207,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,28,2902,1,1502
"Graduation","Divorced",72071,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,66,2877,0,1338
"PhD","Together",21840,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,37,2720,0,27
"2n Cycle","Together",58582,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,38,2651,1,763
"Graduation","Married",50387,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,64,2679,0,525
"PhD","Together",32583,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,59,2391,0,9
"Graduation","Together",62568,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,58,2460,1,953
"Master","Divorced",44635,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,49,2638,0,68
"Graduation","Married",63967,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,52,2701,0,882
"2n Cycle","Together",52513,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,42,3040,0,1149
"Graduation","Married",25293,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,51,2664,0,37
"PhD","Widow",54111,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,55,2685,0,388
"Master","Married",80739,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,62,2779,0,1633
"Graduation","Single",29236,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,33,2641,0,99
"Graduation","Together",44911,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,61,2848,0,215
"PhD","Married",54693,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,58,2874,0,929
"Graduation","Together",48186,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,46,2478,0,219
"Graduation","Together",41580,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,42,2943,0,92
"PhD","Married",80336,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,50,2670,0,1052
"Graduation","Married",47743,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,63,2841,1,275
"PhD","Together",32313,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,38,2880,0,159
"Master","Divorced",27071,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,52,2444,0,35
"Master","Together",68148,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,63,2679,0,1042
"Master","Together",65735,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,55,2581,0,395
"PhD","Married",33279,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,57,2383,0,9
